"","sim","halflife","theta_1","stv_1","stv_2","sigma2_1","sigma2_2","theta_2","alpha","rho","delta_cont","var_cont"
"60",60,0.1,1,11.6905036311375,11.7566863267015,162.064792624975,162.982279601617,-1,6.93147180559945,0.927865316756908,20.5007031764475,11.0418901696786
"61",61,0.1,1,8.32825840722771,6.07835054581348,115.454176678891,84.2638308657123,-1,6.93147180559945,0.927865316756908,17.1431144387564,6.8915826121002
"62",62,0.1,1,23.4229444940345,24.1070259361899,324.710958729042,334.19434118711,-1,6.93147180559945,0.927865316756908,29.1114056482003,26.0370440531431
"63",63,0.1,1,8.26839449240679,12.6797721401417,114.624286603383,175.778966181635,-1,6.93147180559945,0.927865316756908,20.6372081103084,10.3562651265533
"64",64,0.1,1,23.9666624753145,25.0600434862194,332.248490443922,347.405969743652,-1,6.93147180559945,0.927865316756908,26.8106415411268,25.114680690113
"65",65,0.1,1,22.5915494580368,19.0858158023582,313.185376226375,264.585588241821,-1,6.93147180559945,0.927865316756908,25.2040036846509,21.0597616554858
"66",66,0.1,1,8.14720743632304,13.8513173016917,112.944277278487,192.020030694176,-1,6.93147180559945,0.927865316756908,19.0480005192715,9.77377246237984
"67",67,0.1,1,12.4738618291291,4.44751702964654,172.924443151102,61.6556777918369,-1,6.93147180559945,0.927865316756908,15.4901305117564,7.7006113441662
"68",68,0.1,1,22.5315835222391,14.229834646111,312.354071839818,197.267395295721,-1,6.93147180559945,0.927865316756908,28.9993112818338,25.6679359269283
"69",69,0.1,1,10.6227588255476,13.2730105266184,147.262706593932,184.002996481361,-1,6.93147180559945,0.927865316756908,20.6629699365248,12.1118104222401
"70",70,0.1,1,20.1363164413257,10.6837920181329,279.148619363356,148.108806301154,-1,6.93147180559945,0.927865316756908,24.2677140703114,13.0646601634948
"71",71,0.1,1,17.41617583946,15.8954427103853,241.439463585158,220.357625969114,-1,6.93147180559945,0.927865316756908,26.5668996050242,18.7937193471149
"72",72,0.1,1,7.27597841342878,6.83553034599455,100.866478461664,94.7605717391613,-1,6.93147180559945,0.927865316756908,17.3478585593213,7.59762240840257
"73",73,0.1,1,23.1256767011088,30.5984850015923,320.589952078288,424.18507216519,-1,6.93147180559945,0.927865316756908,30.798613306802,25.489935007734
"74",74,0.1,1,17.2053752841408,8.22003063544227,238.517147373559,113.953821181464,-1,6.93147180559945,0.927865316756908,21.1677023967742,13.4862464942449
"75",75,0.1,1,21.0330117913205,20.6553913156091,291.579456436758,286.344525075537,-1,6.93147180559945,0.927865316756908,27.5301853497956,19.6847834879806
"76",76,0.1,1,18.2709008975066,22.0208112917573,253.288468867938,305.273265210484,-1,6.93147180559945,0.927865316756908,27.1521060689855,24.9254485816308
"77",77,0.1,1,11.1885526316042,7.51635569095206,155.10627422286,104.198815105382,-1,6.93147180559945,0.927865316756908,17.4765786634765,8.28022285075019
"78",78,0.1,1,9.12423311707885,4.02514090843663,126.488729197498,55.8003014407869,-1,6.93147180559945,0.927865316756908,15.0164090604637,7.3386328907485
"79",79,0.1,1,8.24117774046226,11.9890958449093,114.246982305896,166.204159647236,-1,6.93147180559945,0.927865316756908,17.1803634602998,11.5801393811642
"80",80,0.1,1,14.8229891504106,14.1189901357164,205.490262741556,195.73076409851,-1,6.93147180559945,0.927865316756908,23.2846477505483,17.0615419233095
"81",81,0.1,1,11.3676055726416,7.23603678127104,157.588475047881,100.312769867322,-1,6.93147180559945,0.927865316756908,17.6181126238646,7.74538167494768
"82",82,0.1,1,18.0764104663132,18.6564878266906,250.592258987386,258.633838724431,-1,6.93147180559945,0.927865316756908,23.7838674380459,20.0149422088073
"83",83,0.1,1,24.2154471912956,27.6884027483903,335.697378932896,383.8427659851,-1,6.93147180559945,0.927865316756908,34.2703075709585,24.7842464166206
"84",84,0.1,1,22.9063790177228,26.2552842620189,317.54984065944,363.975525220366,-1,6.93147180559945,0.927865316756908,26.1098573365236,22.3236298818259
"85",85,0.1,1,9.21374677327447,13.1227381541335,127.72965196577,181.91977905528,-1,6.93147180559945,0.927865316756908,22.6090976260305,10.9761667910346
"86",86,0.1,1,18.4665771872458,16.8049773620061,256.001118238641,232.966453556964,-1,6.93147180559945,0.927865316756908,23.4250334730588,17.024900608598
"87",87,0.1,1,22.0257472996135,17.6208735631382,305.341692809058,244.277176585851,-1,6.93147180559945,0.927865316756908,32.1629009764047,22.280278914696
