"","sim","stv","halflife","theta","alpha","sigma2","rho"
"1",1,10.7429321234066,0.821273606015752,-8.48872022237629,0.843990572061134,18.1338668568958,0.517110967632368
"2",2,22.5855775288356,0.456717725057523,1.04676842223853,1.51767085560921,68.5549455452325,0.686380693693042
"3",3,17.7982624141662,0.821390915570246,-2.98285394906998,0.843870034864863,30.0388406479529,0.517068405403252
"4",4,15.7910200856318,0.734102242175161,-8.90471684280783,0.944210684476504,29.8200997672732,0.550582550026234
"5",5,12.4076549347885,0.124126452710784,-5.51657413132489,5.5842019603588,138.573702020603,0.910462954792944
"6",6,15.3771324224454,0.351625508785638,-7.45024755131453,1.97126534691347,60.6248165585322,0.751276269849123
"7",7,19.6790884642381,0.196795215922688,-0.149398311041296,3.52217495384773,138.626385006586,0.858166092086815
"8",8,20.2431847091339,0.443233515815558,-4.97628640849143,1.56384198357505,63.3142842588161,0.694284702834646
"9",9,9.34863320456053,0.494801857030111,7.37629679497331,1.40085808230458,26.1922167662192,0.664743267098085
"10",10,20.4845084581476,0.841820327452336,3.16314546857029,0.823390880400416,33.7335149078479,0.509752262022949
"11",11,12.6858660258711,0.137238285007837,-7.41512399166822,5.05068378346731,128.144595632213,0.901007564585246
"12",12,23.7726747102461,0.207474983274582,7.39985750056803,3.34087112393017,158.842884956092,0.850526049818062
"13",13,13.9082864615209,0.736468333789091,-0.217721662484109,0.941177167786345,26.1803233212309,0.549623201164825
"14",14,24.4670056767322,0.312076820492312,0.792223736643791,2.22107870577021,108.686290605097,0.777533889261278
"15",15,15.0058943683723,0.836069095906092,6.91098995972425,0.829054899833064,24.8814205049528,0.51179271761303
"16",16,20.1700524774385,0.441348511287475,-8.45286409836262,1.57052117053242,63.3549888531342,0.695399746310882
"17",17,15.132901595181,0.265736321530131,4.20914131216705,2.60840210539812,78.9453847633053,0.809351602581144
"18",18,23.5620824098679,0.586751680585977,-1.34525314439088,1.18132968936316,55.6691749879969,0.616605529165076
"19",19,18.6414057618658,0.119163728379378,-5.23988266009837,5.8167631206804,216.865283106521,0.914042301941764
"20",20,24.7312524117223,0.633855867319059,4.52564722858369,1.09354068692566,54.0892615016934,0.594090946210277
"21",21,23.9821408353457,0.931166798309405,-7.64509678352624,0.744385626526203,35.7039218623169,0.479872917579334
"22",22,8.05327081010409,0.837685768681986,-2.02143243979663,0.827454884008048,13.3274365281202,0.511217640696903
"23",23,19.8801672500786,0.521598458862311,0.45436997897923,1.32889039218369,52.8371265072685,0.650122996945406
"24",24,12.3889287684401,0.471783530486986,0.684163658879697,1.46920597216368,36.4037762706052,0.677699972401208
"25",25,23.7820869745282,0.648698541037833,2.55990086589009,1.06851971556927,50.823257619333,0.587281215938277
"26",26,24.2381981202499,0.542703989210551,3.71478270739317,1.27721040261421,61.9145575596147,0.638954257656734
"27",27,14.6829259317694,0.387437775775642,-1.41546968836337,1.78905420147088,52.5371006562356,0.728328096109827
"28",28,21.1395114638604,0.780384950639086,-3.28575029969215,0.888211875424176,37.5527302457326,0.532342617828534
"29",29,14.0099037968587,0.751648627843534,0.5479267379269,0.922169155751101,25.8390023130066,0.543538148257459
"30",30,14.9720756269425,0.75188752423771,-7.01203549280763,0.921876155961867,27.6047990514722,0.543443344183264
"31",31,16.1503314103657,0.31331102136866,6.19525342714041,2.21232938928231,71.4597056516027,0.776701040355151
"32",32,13.5040855476256,0.889834317178351,-1.72016789205372,0.77896206875669,21.0383408296915,0.493282604026062
"33",33,6.6061251941555,0.805857697291772,-5.14175167307258,0.860135955627637,11.3643316137415,0.522760018262227
"34",34,15.1526348257371,0.666549252865189,-9.77056282572448,1.03990391944845,31.5145686905101,0.579266044520405
"35",35,22.1783873076611,0.760629956954087,-7.53448863979429,0.911280412009574,40.4214598468667,0.539994151868779
"36",36,8.76346271744929,0.15325145776749,-8.0184616567567,4.52294020988417,79.2732358051443,0.889465471811472
"37",37,23.3287895718489,0.974459186750768,5.53367393556982,0.711314737430073,33.1882236577223,0.466536619332728
"38",38,20.0100211660979,0.957226640282384,-5.82200561184436,0.724120235888405,28.9793224938535,0.471761333561007
"39",39,16.9528632260145,0.485975908706904,1.41745517030358,1.42629946905041,48.3597196362974,0.669667612550007
"40",40,23.5125838990293,0.637762415063336,-6.6588749550283,1.08684231649353,51.1089423031392,0.592285698641034
"41",41,12.0668421798228,0.491110770297835,9.84533940441906,1.41138664122472,34.0619597087376,0.666796076695513
"42",42,17.0239922882578,0.709144427476046,0.037008710205555,0.977441482586224,33.2799125235422,0.560884733465575
"43",43,21.6255962747024,0.903708157512909,1.99933369643986,0.767003345933661,33.1738094010145,0.488704845474297
"44",44,16.0170678841976,0.392658229799462,-9.62639972101897,1.76526843946184,56.5488488573836,0.725052917929529
"45",45,21.8682128133392,0.284776547793452,-9.66158382594585,2.43400373356125,106.454623267959,0.796156571938505
"46",46,9.43289945714983,0.167176232203509,-9.71506380941719,4.14620649971436,78.2214980807734,0.879438036858636
"47",47,17.1922488492529,0.904648244322004,-9.52192559372634,0.766206296105101,26.3456186250066,0.48839749868672
"48",48,13.7730226496104,0.306284415780399,8.09734672307968,2.26308341152075,62.3389981696659,0.781453499406712
"49",49,9.18261138444096,0.2506206777235,-1.98366448283195,2.76572223352084,50.79310493546,0.819931350420551
"50",50,22.8574583962682,0.507509767718303,7.61075564194471,1.36578096550977,62.4365631951093,0.657748012905765
"51",51,10.6306647021758,0.769460191363481,-1.94908138830215,0.900822665473688,19.152687425542,0.536549816364202
"52",52,11.5314897324526,0.867550885520992,-5.51055774558336,0.798970057120843,18.4266300204522,0.500802838323834
"53",53,7.83697142718836,0.230021022263358,8.31767863128334,3.01340796480045,47.2319842372059,0.834475310662847
"54",54,18.9278860683528,0.728820734368633,6.41966817900538,0.951053047578852,36.0028474590645,0.552734699110963
"55",55,22.4682133107226,0.432047807987173,9.79011871851981,1.60432981662188,72.0928490812257,0.700937660149571
"56",56,7.10782758845995,0.724835121179468,-3.75966811552644,0.956282553516503,13.594183032495,0.554368651035972
"57",57,14.1219507874849,0.77086209861579,2.1096614934504,0.8991844089943,25.3964759453824,0.53600660177845
"58",58,21.9100430505162,0.508233132248518,-7.45829819701612,1.36383705936945,59.7634573693484,0.657353187848082
"59",59,21.2534441365784,0.254570965172196,8.29163159243762,2.72280532892307,115.737981906089,0.817158284284621
"60",60,7.26234209881155,0.118725569420178,5.29081622604281,5.83822999497986,84.7984469501732,0.914358332116664
"61",61,24.4913540466942,0.746126356364351,5.13321491889656,0.928994364892085,45.5046597959117,0.545737850161147
"62",62,13.7076995170688,0.76223561528057,1.48277204483747,0.909360789058389,24.930488898034,0.539364909199187
"63",63,19.724696053843,0.807238173274955,-1.27641544677317,0.858665017968434,33.8738129829901,0.522249599170023
"64",64,10.6599012287183,0.955765166616084,-0.59528237208724,0.72522749810401,15.4617069962784,0.472209466565062
"65",65,15.5996494734008,0.65805803207332,4.26243790891021,1.05332227064545,32.8629164091913,0.583055174231201
"66",66,16.0772468031812,0.789816602317176,-6.57647240906954,0.877605229525918,28.2189517417013,0.528757853824482
"67",67,7.75374333177995,0.511337606667671,1.84940461535007,1.35555682101519,21.0212793235907,0.655662811154009
"68",68,15.6680533779154,0.944554451798679,-2.09894969593734,0.733835068205979,22.9955340384749,0.475673602587571
"69",69,12.0389251453634,0.239074206496143,-7.54921673797071,2.89929721285566,69.8088442394598,0.828067267081797
"70",70,10.1033377404424,0.595009712850183,-0.542361503466964,1.16493422811481,23.5394479040912,0.612556901687792
"71",71,8.71364124410175,0.560010393447383,1.61418263800442,1.23773985031417,21.5704420183318,0.630020245051411
"72",72,8.32570758837556,0.782504471178748,-5.45284834224731,0.885806031901394,14.7499240032606,0.53153323207198
"73",73,9.10925421472068,0.770098401624795,7.05268822610378,0.900076118970649,16.3980443606056,0.536302398780298
"74",74,18.9012163769426,0.409347421280617,2.3079825937748,1.69329802638424,64.0107847746767,0.714705748816818
"75",75,11.1760955767734,0.197440227469783,-8.80231860093772,3.51066846631356,78.4711326357696,0.857704112740085
"76",76,21.0315607743588,0.315585235798702,-2.14579666499048,2.19638659205868,92.3868761897375,0.775168539065869
"77",77,12.4085042912449,0.397621868806052,1.81758382823318,1.74323203761723,43.261804438818,0.721955807625074
"78",78,21.1458546555448,0.952714449952023,-9.39690143335611,0.727549771702162,30.7693234541775,0.473147475143436
"79",79,19.5547364067416,0.793627913620321,-1.0748142702505,0.873390626342755,34.157846956503,0.527321569508622
"80",80,19.3771166521599,0.45106395911956,5.57720576412976,1.53669378044061,59.5533892844925,0.689679282358399
"81",81,7.46668342127075,0.185048131177062,0.0675359414890409,3.74576698586981,55.9369125066749,0.866590445030236
"82",82,9.16482020254468,0.911793291021686,6.90593826118857,0.760202106535854,13.9342312479936,0.486073180660228
"83",83,7.24262156350643,0.603592300368037,9.18227778282017,1.14836981872914,16.6344160240152,0.608395428067069
"84",84,14.9539283415239,0.998629830519959,-2.00394748710096,0.694098212747203,20.758989870803,0.459388419160239
"85",85,8.49627649061753,0.396281883911167,0.779751646332443,1.74912659069554,29.722126263281,0.722790269673165
"86",86,17.8450109223408,0.420615491994599,3.0949911987409,1.64793545114797,58.8148522500964,0.707827080612476
"87",87,14.5282563982011,0.318558579114578,2.1099062776193,2.17588608816162,63.2236619641819,0.773169182528655
"88",88,14.3758081655156,0.959180242515579,-9.95104633271694,0.722645390132384,20.7772230004747,0.471163537349641
"89",89,15.9002933197922,0.995785603716932,-4.91792956832796,0.696080740646039,22.1357759010604,0.460218878621432
"90",90,11.4849234262432,0.515039317881313,-8.52676158770919,1.34581410873893,30.9131439696486,0.653655921166951
"91",91,8.29739604422866,0.134282452954521,9.2639487143606,5.16185968686991,85.6599882933955,0.903138867015058
"92",92,8.53406209530241,0.485238799112772,-1.09118038322777,1.42846611158737,24.3812369946435,0.670081329034532
"93",93,6.49801338494557,0.530178484241913,-5.5495765991509,1.30738459058944,16.9908051378436,0.645546028521873
"94",94,13.1090951985319,0.453329845500157,3.33526230417192,1.52901289743056,40.0879512644005,0.68835460808494
"95",95,19.2058157292756,0.865641642205314,3.92043949104846,0.800732250812333,30.7574321151794,0.501456983583045
"96",96,19.932280558292,0.585839452289361,-5.93452352564782,1.18316917348472,47.1665198276399,0.617055458965695
"97",97,14.6514309668381,0.931156873926501,-1.06989089399576,0.744393560278499,21.8128617211585,0.479876056140072
"98",98,23.0004670127274,0.461951590755062,-1.21216116007417,1.5004757953685,69.023288069538,0.683347012710337
"99",99,13.5653411338728,0.873327124894446,0.976819964125752,0.793685619971694,21.5332323759306,0.498833296540098
"100",100,19.0142877383653,0.576610667604208,5.9247387200594,1.20210606480789,45.7143812165825,0.621637646873449
"101",101,13.995950412719,0.377338013701694,-1.27225134987384,1.83693970761164,51.4194341177741,0.734715797078752
